system:index,class,.geo
00000000000000006748,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.214848]}"
00000000000000006749,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.213880000000001]}"
00000000000000006750,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.212912000000001]}"
00000000000000006751,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.211944]}"
00000000000000006752,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.210976]}"
00000000000000006753,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.210008]}"
00000000000000006754,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.20904]}"
00000000000000006755,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.208072000000001]}"
00000000000000006756,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.207104000000001]}"
00000000000000006757,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.206136]}"
00000000000000006758,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.205168]}"
00000000000000006759,0,"{""type"":""Point"",""coordinates"":[-38.96766,-12.2042]}"
00000000000000006760,0,"{""type"":""Point"",""coordinates"":[-38.96766,-12.203232]}"
00000000000000006761,0,"{""type"":""Point"",""coordinates"":[-38.96766,-12.202264000000001]}"
00000000000000006762,0,"{""type"":""Point"",""coordinates"":[-38.96766,-12.201296000000001]}"
00000000000000006763,0,"{""type"":""Point"",""coordinates"":[-38.96766,-12.200328]}"
00000000000000006764,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.19936]}"
00000000000000006765,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.198392]}"
00000000000000006766,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.197424]}"
00000000000000006767,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.196456000000001]}"
00000000000000006768,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.195488000000001]}"
00000000000000006769,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.19452]}"
00000000000000006770,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.193552]}"
00000000000000006771,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.192584]}"
00000000000000006772,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.191616]}"
00000000000000006773,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.190648000000001]}"
00000000000000006774,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.189680000000001]}"
00000000000000006775,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.188712]}"
00000000000000006776,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.187744]}"
00000000000000006777,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.186776]}"
00000000000000006778,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.185808]}"
00000000000000006779,1,"{""type"":""Point"",""coordinates"":[-38.96766,-12.184840000000001]}"
00000000000000006780,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.183872000000001]}"
00000000000000006781,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.182904]}"
00000000000000006782,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.181936]}"
00000000000000006783,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.180968]}"
00000000000000006784,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.18]}"
00000000000000006785,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.179032000000001]}"
00000000000000006786,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.178064000000001]}"
00000000000000006787,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.177096]}"
00000000000000006788,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.176128]}"
00000000000000006789,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.17516]}"
00000000000000006790,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.174192000000001]}"
00000000000000006791,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.173224000000001]}"
00000000000000006792,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.172256]}"
00000000000000006793,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.171288]}"
00000000000000006794,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.17032]}"
00000000000000006795,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.169352]}"
00000000000000006796,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.168384000000001]}"
00000000000000006797,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.167416000000001]}"
00000000000000006798,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.166448]}"
00000000000000006799,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.16548]}"
00000000000000006800,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.164512]}"
00000000000000006801,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.163544]}"
00000000000000006802,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.162576000000001]}"
00000000000000006803,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.161608000000001]}"
00000000000000006804,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.16064]}"
00000000000000006805,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.159672]}"
00000000000000006806,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.158704]}"
00000000000000006807,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.157736]}"
00000000000000006808,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.156768000000001]}"
00000000000000006809,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.155800000000001]}"
00000000000000006810,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.154832]}"
00000000000000006811,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.153864]}"
00000000000000006812,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.152896]}"
00000000000000006813,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.151928]}"
00000000000000006814,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.150960000000001]}"
00000000000000006815,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.149992000000001]}"
00000000000000006816,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.149024]}"
00000000000000006817,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.148056]}"
00000000000000006818,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.147088]}"
00000000000000006819,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.14612]}"
00000000000000006820,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.145152000000001]}"
00000000000000006821,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.144184000000001]}"
00000000000000006822,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.143216]}"
00000000000000006823,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.142248]}"
00000000000000006824,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.14128]}"
00000000000000006825,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.140312]}"
00000000000000006826,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.139344000000001]}"
00000000000000006827,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.138376000000001]}"
00000000000000006828,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.137408]}"
00000000000000006829,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.13644]}"
00000000000000006830,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.135472]}"
00000000000000006831,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.134504]}"
00000000000000006832,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.133536000000001]}"
00000000000000006833,2,"{""type"":""Point"",""coordinates"":[-38.96766,-12.132568000000001]}"
00000000000000006834,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.302936]}"
00000000000000006835,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.301968]}"
00000000000000006836,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.301]}"
00000000000000006837,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.300032]}"
00000000000000006838,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.299064000000001]}"
00000000000000006839,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.298096000000001]}"
00000000000000006840,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.297128]}"
00000000000000006841,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.29616]}"
00000000000000006842,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.295192]}"
00000000000000006843,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.294224]}"
00000000000000006844,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.293256000000001]}"
00000000000000006845,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.292288000000001]}"
00000000000000006846,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.29132]}"
00000000000000006847,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.290352]}"
00000000000000006848,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.289384]}"
00000000000000006849,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.288416]}"
00000000000000006850,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.287448000000001]}"
00000000000000006851,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.286480000000001]}"
00000000000000006852,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.285512]}"
00000000000000006853,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.284544]}"
00000000000000006854,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.283576]}"
00000000000000006855,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.282608]}"
00000000000000006856,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.281640000000001]}"
00000000000000006857,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.280672000000001]}"
00000000000000006858,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.279704]}"
00000000000000006859,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.278736]}"
00000000000000006860,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.277768]}"
00000000000000006861,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.276800000000001]}"
00000000000000006862,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.275832000000001]}"
00000000000000006863,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.274864]}"
00000000000000006864,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.273896]}"
00000000000000006865,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.272928]}"
00000000000000006866,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.27196]}"
00000000000000006867,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.270992000000001]}"
00000000000000006868,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.270024000000001]}"
00000000000000006869,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.269056]}"
00000000000000006870,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.268088]}"
00000000000000006871,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.26712]}"
00000000000000006872,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.266152]}"
00000000000000006873,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.265184000000001]}"
00000000000000006874,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.264216000000001]}"
00000000000000006875,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.263248]}"
00000000000000006876,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.26228]}"
00000000000000006877,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.261312]}"
00000000000000006878,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.260344]}"
00000000000000006879,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.259376000000001]}"
00000000000000006880,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.258408000000001]}"
00000000000000006881,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.25744]}"
00000000000000006882,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.256472]}"
00000000000000006883,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.255504]}"
00000000000000006884,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.254536]}"
00000000000000006885,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.253568000000001]}"
00000000000000006886,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.252600000000001]}"
00000000000000006887,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.251632]}"
00000000000000006888,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.250664]}"
00000000000000006889,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.249696]}"
00000000000000006890,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.248728]}"
00000000000000006891,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.247760000000001]}"
00000000000000006892,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.246792000000001]}"
00000000000000006893,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.245824]}"
00000000000000006894,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.244856]}"
00000000000000006895,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.243888]}"
00000000000000006896,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.24292]}"
00000000000000006897,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.241952000000001]}"
00000000000000006898,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.240984000000001]}"
00000000000000006899,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.240016]}"
00000000000000006900,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.239048]}"
00000000000000006901,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.23808]}"
00000000000000006902,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.237112]}"
00000000000000006903,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.236144000000001]}"
00000000000000006904,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.235176000000001]}"
00000000000000006905,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.234208]}"
00000000000000006906,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.23324]}"
00000000000000006907,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.232272]}"
00000000000000006908,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.231304]}"
00000000000000006909,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.230336000000001]}"
00000000000000006910,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.229368000000001]}"
00000000000000006911,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.2284]}"
00000000000000006912,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.227432]}"
00000000000000006913,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.226464]}"
00000000000000006914,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.225496000000001]}"
00000000000000006915,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.224528000000001]}"
00000000000000006916,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.22356]}"
00000000000000006917,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.222592]}"
00000000000000006918,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.221624]}"
00000000000000006919,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.220656]}"
00000000000000006920,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.219688000000001]}"
00000000000000006921,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.218720000000001]}"
00000000000000006922,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.217752]}"
00000000000000006923,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.216784]}"
00000000000000006924,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.215816]}"
00000000000000006925,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.214848]}"
00000000000000006926,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.213880000000001]}"
00000000000000006927,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.212912000000001]}"
00000000000000006928,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.211944]}"
00000000000000006929,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.210976]}"
00000000000000006930,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.210008]}"
00000000000000006931,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.20904]}"
00000000000000006932,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.208072000000001]}"
00000000000000006933,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.207104000000001]}"
00000000000000006934,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.206136]}"
00000000000000006935,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.205168]}"
00000000000000006936,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.2042]}"
00000000000000006937,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.203232]}"
00000000000000006938,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.202264000000001]}"
00000000000000006939,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.201296000000001]}"
00000000000000006940,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.200328]}"
00000000000000006941,0,"{""type"":""Point"",""coordinates"":[-38.966136,-12.19936]}"
00000000000000006942,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.198392]}"
00000000000000006943,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.197424]}"
00000000000000006944,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.196456000000001]}"
00000000000000006945,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.195488000000001]}"
00000000000000006946,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.19452]}"
00000000000000006947,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.193552]}"
00000000000000006948,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.192584]}"
00000000000000006949,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.191616]}"
00000000000000006950,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.190648000000001]}"
00000000000000006951,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.189680000000001]}"
00000000000000006952,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.188712]}"
00000000000000006953,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.187744]}"
00000000000000006954,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.186776]}"
00000000000000006955,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.185808]}"
00000000000000006956,1,"{""type"":""Point"",""coordinates"":[-38.966136,-12.184840000000001]}"
00000000000000006957,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.183872000000001]}"
00000000000000006958,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.182904]}"
00000000000000006959,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.181936]}"
00000000000000006960,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.180968]}"
00000000000000006961,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.18]}"
00000000000000006962,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.179032000000001]}"
00000000000000006963,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.178064000000001]}"
00000000000000006964,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.177096]}"
00000000000000006965,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.176128]}"
00000000000000006966,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.17516]}"
00000000000000006967,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.174192000000001]}"
00000000000000006968,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.173224000000001]}"
00000000000000006969,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.172256]}"
00000000000000006970,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.171288]}"
00000000000000006971,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.17032]}"
00000000000000006972,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.169352]}"
00000000000000006973,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.168384000000001]}"
00000000000000006974,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.167416000000001]}"
00000000000000006975,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.166448]}"
00000000000000006976,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.16548]}"
00000000000000006977,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.164512]}"
00000000000000006978,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.163544]}"
00000000000000006979,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.162576000000001]}"
00000000000000006980,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.161608000000001]}"
00000000000000006981,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.16064]}"
00000000000000006982,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.159672]}"
00000000000000006983,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.158704]}"
00000000000000006984,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.157736]}"
00000000000000006985,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.156768000000001]}"
00000000000000006986,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.155800000000001]}"
00000000000000006987,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.154832]}"
00000000000000006988,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.153864]}"
00000000000000006989,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.152896]}"
00000000000000006990,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.151928]}"
00000000000000006991,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.150960000000001]}"
00000000000000006992,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.149992000000001]}"
00000000000000006993,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.149024]}"
00000000000000006994,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.148056]}"
00000000000000006995,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.147088]}"
00000000000000006996,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.14612]}"
00000000000000006997,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.145152000000001]}"
00000000000000006998,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.144184000000001]}"
00000000000000006999,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.143216]}"
00000000000000007000,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.142248]}"
00000000000000007001,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.14128]}"
00000000000000007002,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.140312]}"
00000000000000007003,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.139344000000001]}"
00000000000000007004,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.138376000000001]}"
00000000000000007005,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.137408]}"
00000000000000007006,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.13644]}"
00000000000000007007,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.135472]}"
00000000000000007008,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.134504]}"
00000000000000007009,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.133536000000001]}"
00000000000000007010,2,"{""type"":""Point"",""coordinates"":[-38.966136,-12.132568000000001]}"
00000000000000007011,2,"{""type"":""Point"",""coordinates"":[-38.964612,-12.302936]}"
00000000000000007012,2,"{""type"":""Point"",""coordinates"":[-38.964612,-12.301968]}"
00000000000000007013,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.301]}"
00000000000000007014,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.300032]}"
00000000000000007015,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.299064000000001]}"
00000000000000007016,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.298096000000001]}"
00000000000000007017,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.297128]}"
00000000000000007018,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.29616]}"
00000000000000007019,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.295192]}"
00000000000000007020,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.294224]}"
00000000000000007021,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.293256000000001]}"
00000000000000007022,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.292288000000001]}"
00000000000000007023,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.29132]}"
00000000000000007024,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.290352]}"
00000000000000007025,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.289384]}"
00000000000000007026,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.288416]}"
00000000000000007027,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.287448000000001]}"
00000000000000007028,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.286480000000001]}"
00000000000000007029,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.285512]}"
00000000000000007030,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.284544]}"
00000000000000007031,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.283576]}"
00000000000000007032,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.282608]}"
00000000000000007033,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.281640000000001]}"
00000000000000007034,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.280672000000001]}"
00000000000000007035,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.279704]}"
00000000000000007036,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.278736]}"
00000000000000007037,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.277768]}"
00000000000000007038,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.276800000000001]}"
00000000000000007039,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.275832000000001]}"
00000000000000007040,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.274864]}"
00000000000000007041,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.273896]}"
00000000000000007042,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.272928]}"
00000000000000007043,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.27196]}"
00000000000000007044,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.270992000000001]}"
00000000000000007045,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.270024000000001]}"
00000000000000007046,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.269056]}"
00000000000000007047,1,"{""type"":""Point"",""coordinates"":[-38.964612,-12.268088]}"
00000000000000007048,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.26712]}"
00000000000000007049,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.266152]}"
00000000000000007050,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.265184000000001]}"
00000000000000007051,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.264216000000001]}"
00000000000000007052,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.263248]}"
00000000000000007053,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.26228]}"
00000000000000007054,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.261312]}"
00000000000000007055,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.260344]}"
00000000000000007056,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.259376000000001]}"
00000000000000007057,0,"{""type"":""Point"",""coordinates"":[-38.964612,-12.258408000000001]}"
