system:index,class,.geo
00000000000000002988,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.140312]}"
00000000000000002989,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.139344000000001]}"
00000000000000002990,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.138376000000001]}"
00000000000000002991,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.137408]}"
00000000000000002992,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.13644]}"
00000000000000002993,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.135472]}"
00000000000000002994,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.134504]}"
00000000000000002995,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.133536000000001]}"
00000000000000002996,2,"{""type"":""Point"",""coordinates"":[-38.999664,-12.132568000000001]}"
00000000000000002997,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.321328000000001]}"
00000000000000002998,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.32036]}"
00000000000000002999,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.319392]}"
00000000000000003000,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.318424]}"
00000000000000003001,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.317456]}"
00000000000000003002,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.316488000000001]}"
00000000000000003003,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.315520000000001]}"
00000000000000003004,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.314552]}"
00000000000000003005,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.313584]}"
00000000000000003006,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.312616]}"
00000000000000003007,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.311648]}"
00000000000000003008,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.310680000000001]}"
00000000000000003009,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.309712000000001]}"
00000000000000003010,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.308744]}"
00000000000000003011,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.307776]}"
00000000000000003012,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.306808]}"
00000000000000003013,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.30584]}"
00000000000000003014,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.304872000000001]}"
00000000000000003015,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.303904000000001]}"
00000000000000003016,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.302936]}"
00000000000000003017,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.301968]}"
00000000000000003018,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.301]}"
00000000000000003019,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.300032]}"
00000000000000003020,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.299064000000001]}"
00000000000000003021,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.298096000000001]}"
00000000000000003022,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.297128]}"
00000000000000003023,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.29616]}"
00000000000000003024,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.295192]}"
00000000000000003025,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.294224]}"
00000000000000003026,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.293256000000001]}"
00000000000000003027,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.292288000000001]}"
00000000000000003028,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.29132]}"
00000000000000003029,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.290352]}"
00000000000000003030,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.289384]}"
00000000000000003031,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.288416]}"
00000000000000003032,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.287448000000001]}"
00000000000000003033,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.286480000000001]}"
00000000000000003034,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.285512]}"
00000000000000003035,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.284544]}"
00000000000000003036,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.283576]}"
00000000000000003037,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.282608]}"
00000000000000003038,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.281640000000001]}"
00000000000000003039,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.280672000000001]}"
00000000000000003040,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.279704]}"
00000000000000003041,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.278736]}"
00000000000000003042,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.277768]}"
00000000000000003043,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.276800000000001]}"
00000000000000003044,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.275832000000001]}"
00000000000000003045,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.274864]}"
00000000000000003046,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.273896]}"
00000000000000003047,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.272928]}"
00000000000000003048,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.27196]}"
00000000000000003049,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.270992000000001]}"
00000000000000003050,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.270024000000001]}"
00000000000000003051,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.269056]}"
00000000000000003052,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.268088]}"
00000000000000003053,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.26712]}"
00000000000000003054,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.266152]}"
00000000000000003055,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.265184000000001]}"
00000000000000003056,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.264216000000001]}"
00000000000000003057,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.263248]}"
00000000000000003058,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.26228]}"
00000000000000003059,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.261312]}"
00000000000000003060,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.260344]}"
00000000000000003061,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.259376000000001]}"
00000000000000003062,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.258408000000001]}"
00000000000000003063,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.25744]}"
00000000000000003064,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.256472]}"
00000000000000003065,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.255504]}"
00000000000000003066,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.254536]}"
00000000000000003067,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.253568000000001]}"
00000000000000003068,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.252600000000001]}"
00000000000000003069,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.251632]}"
00000000000000003070,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.250664]}"
00000000000000003071,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.249696]}"
00000000000000003072,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.248728]}"
00000000000000003073,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.247760000000001]}"
00000000000000003074,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.246792000000001]}"
00000000000000003075,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.245824]}"
00000000000000003076,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.244856]}"
00000000000000003077,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.243888]}"
00000000000000003078,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.24292]}"
00000000000000003079,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.241952000000001]}"
00000000000000003080,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.240984000000001]}"
00000000000000003081,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.240016]}"
00000000000000003082,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.239048]}"
00000000000000003083,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.23808]}"
00000000000000003084,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.237112]}"
00000000000000003085,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.236144000000001]}"
00000000000000003086,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.235176000000001]}"
00000000000000003087,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.234208]}"
00000000000000003088,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.23324]}"
00000000000000003089,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.232272]}"
00000000000000003090,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.231304]}"
00000000000000003091,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.230336000000001]}"
00000000000000003092,1,"{""type"":""Point"",""coordinates"":[-38.99814,-12.229368000000001]}"
00000000000000003093,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.2284]}"
00000000000000003094,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.227432]}"
00000000000000003095,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.226464]}"
00000000000000003096,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.225496000000001]}"
00000000000000003097,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.224528000000001]}"
00000000000000003098,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.22356]}"
00000000000000003099,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.222592]}"
00000000000000003100,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.221624]}"
00000000000000003101,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.220656]}"
00000000000000003102,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.219688000000001]}"
00000000000000003103,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.218720000000001]}"
00000000000000003104,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.217752]}"
00000000000000003105,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.216784]}"
00000000000000003106,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.215816]}"
00000000000000003107,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.214848]}"
00000000000000003108,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.213880000000001]}"
00000000000000003109,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.212912000000001]}"
00000000000000003110,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.211944]}"
00000000000000003111,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.210976]}"
00000000000000003112,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.210008]}"
00000000000000003113,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.20904]}"
00000000000000003114,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.208072000000001]}"
00000000000000003115,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.207104000000001]}"
00000000000000003116,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.206136]}"
00000000000000003117,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.205168]}"
00000000000000003118,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.2042]}"
00000000000000003119,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.203232]}"
00000000000000003120,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.202264000000001]}"
00000000000000003121,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.201296000000001]}"
00000000000000003122,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.200328]}"
00000000000000003123,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.19936]}"
00000000000000003124,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.198392]}"
00000000000000003125,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.197424]}"
00000000000000003126,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.196456000000001]}"
00000000000000003127,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.195488000000001]}"
00000000000000003128,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.19452]}"
00000000000000003129,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.193552]}"
00000000000000003130,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.192584]}"
00000000000000003131,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.191616]}"
00000000000000003132,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.190648000000001]}"
00000000000000003133,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.189680000000001]}"
00000000000000003134,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.188712]}"
00000000000000003135,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.187744]}"
00000000000000003136,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.186776]}"
00000000000000003137,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.185808]}"
00000000000000003138,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.184840000000001]}"
00000000000000003139,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.183872000000001]}"
00000000000000003140,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.182904]}"
00000000000000003141,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.181936]}"
00000000000000003142,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.180968]}"
00000000000000003143,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.18]}"
00000000000000003144,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.179032000000001]}"
00000000000000003145,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.178064000000001]}"
00000000000000003146,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.177096]}"
00000000000000003147,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.176128]}"
00000000000000003148,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.17516]}"
00000000000000003149,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.174192000000001]}"
00000000000000003150,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.173224000000001]}"
00000000000000003151,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.172256]}"
00000000000000003152,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.171288]}"
00000000000000003153,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.17032]}"
00000000000000003154,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.169352]}"
00000000000000003155,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.168384000000001]}"
00000000000000003156,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.167416000000001]}"
00000000000000003157,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.166448]}"
00000000000000003158,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.16548]}"
00000000000000003159,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.164512]}"
00000000000000003160,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.163544]}"
00000000000000003161,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.162576000000001]}"
00000000000000003162,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.161608000000001]}"
00000000000000003163,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.16064]}"
00000000000000003164,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.159672]}"
00000000000000003165,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.158704]}"
00000000000000003166,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.157736]}"
00000000000000003167,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.156768000000001]}"
00000000000000003168,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.155800000000001]}"
00000000000000003169,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.154832]}"
00000000000000003170,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.153864]}"
00000000000000003171,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.152896]}"
00000000000000003172,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.151928]}"
00000000000000003173,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.150960000000001]}"
00000000000000003174,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.149992000000001]}"
00000000000000003175,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.149024]}"
00000000000000003176,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.148056]}"
00000000000000003177,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.147088]}"
00000000000000003178,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.14612]}"
00000000000000003179,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.145152000000001]}"
00000000000000003180,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.144184000000001]}"
00000000000000003181,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.143216]}"
00000000000000003182,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.142248]}"
00000000000000003183,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.14128]}"
00000000000000003184,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.140312]}"
00000000000000003185,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.139344000000001]}"
00000000000000003186,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.138376000000001]}"
00000000000000003187,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.137408]}"
00000000000000003188,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.13644]}"
00000000000000003189,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.135472]}"
00000000000000003190,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.134504]}"
00000000000000003191,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.133536000000001]}"
00000000000000003192,2,"{""type"":""Point"",""coordinates"":[-38.99814,-12.132568000000001]}"
00000000000000003193,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.32036]}"
00000000000000003194,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.319392]}"
00000000000000003195,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.318424]}"
00000000000000003196,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.317456]}"
00000000000000003197,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.316488000000001]}"
00000000000000003198,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.315520000000001]}"
00000000000000003199,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.314552]}"
00000000000000003200,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.313584]}"
00000000000000003201,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.312616]}"
00000000000000003202,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.311648]}"
00000000000000003203,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.310680000000001]}"
00000000000000003204,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.309712000000001]}"
00000000000000003205,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.308744]}"
00000000000000003206,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.307776]}"
00000000000000003207,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.306808]}"
00000000000000003208,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.30584]}"
00000000000000003209,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.304872000000001]}"
00000000000000003210,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.303904000000001]}"
00000000000000003211,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.302936]}"
00000000000000003212,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.301968]}"
00000000000000003213,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.301]}"
00000000000000003214,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.300032]}"
00000000000000003215,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.299064000000001]}"
00000000000000003216,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.298096000000001]}"
00000000000000003217,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.297128]}"
00000000000000003218,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.29616]}"
00000000000000003219,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.295192]}"
00000000000000003220,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.294224]}"
00000000000000003221,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.293256000000001]}"
00000000000000003222,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.292288000000001]}"
00000000000000003223,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.29132]}"
00000000000000003224,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.290352]}"
00000000000000003225,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.289384]}"
00000000000000003226,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.288416]}"
00000000000000003227,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.287448000000001]}"
00000000000000003228,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.286480000000001]}"
00000000000000003229,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.285512]}"
00000000000000003230,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.284544]}"
00000000000000003231,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.283576]}"
00000000000000003232,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.282608]}"
00000000000000003233,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.281640000000001]}"
00000000000000003234,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.280672000000001]}"
00000000000000003235,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.279704]}"
00000000000000003236,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.278736]}"
00000000000000003237,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.277768]}"
00000000000000003238,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.276800000000001]}"
00000000000000003239,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.275832000000001]}"
00000000000000003240,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.274864]}"
00000000000000003241,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.273896]}"
00000000000000003242,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.272928]}"
00000000000000003243,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.27196]}"
00000000000000003244,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.270992000000001]}"
00000000000000003245,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.270024000000001]}"
00000000000000003246,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.269056]}"
00000000000000003247,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.268088]}"
00000000000000003248,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.26712]}"
00000000000000003249,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.266152]}"
00000000000000003250,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.265184000000001]}"
00000000000000003251,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.264216000000001]}"
00000000000000003252,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.263248]}"
00000000000000003253,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.26228]}"
00000000000000003254,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.261312]}"
00000000000000003255,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.260344]}"
00000000000000003256,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.259376000000001]}"
00000000000000003257,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.258408000000001]}"
00000000000000003258,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.25744]}"
00000000000000003259,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.256472]}"
00000000000000003260,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.255504]}"
00000000000000003261,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.254536]}"
00000000000000003262,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.253568000000001]}"
00000000000000003263,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.252600000000001]}"
00000000000000003264,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.251632]}"
00000000000000003265,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.250664]}"
00000000000000003266,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.249696]}"
00000000000000003267,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.248728]}"
00000000000000003268,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.247760000000001]}"
00000000000000003269,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.246792000000001]}"
00000000000000003270,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.245824]}"
00000000000000003271,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.244856]}"
00000000000000003272,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.243888]}"
00000000000000003273,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.24292]}"
00000000000000003274,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.241952000000001]}"
00000000000000003275,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.240984000000001]}"
00000000000000003276,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.240016]}"
00000000000000003277,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.239048]}"
00000000000000003278,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.23808]}"
00000000000000003279,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.237112]}"
00000000000000003280,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.236144000000001]}"
00000000000000003281,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.235176000000001]}"
00000000000000003282,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.234208]}"
00000000000000003283,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.23324]}"
00000000000000003284,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.232272]}"
00000000000000003285,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.231304]}"
00000000000000003286,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.230336000000001]}"
00000000000000003287,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.229368000000001]}"
00000000000000003288,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.2284]}"
00000000000000003289,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.227432]}"
00000000000000003290,1,"{""type"":""Point"",""coordinates"":[-38.996616,-12.226464]}"
00000000000000003291,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.225496000000001]}"
00000000000000003292,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.224528000000001]}"
00000000000000003293,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.22356]}"
00000000000000003294,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.222592]}"
00000000000000003295,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.221624]}"
00000000000000003296,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.220656]}"
00000000000000003297,2,"{""type"":""Point"",""coordinates"":[-38.996616,-12.219688000000001]}"
