system:index,.geo
00000000000000002428,"{""type"":""Point"",""coordinates"":[-38.930581521739136,-12.234736490250697]}"
00000000000000002429,"{""type"":""Point"",""coordinates"":[-38.930581521739136,-12.223411699164346]}"
00000000000000002430,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.298910306406686]}"
00000000000000002431,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.287585515320336]}"
00000000000000002432,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.276260724233984]}"
00000000000000002433,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.264935933147633]}"
00000000000000002434,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.253611142061281]}"
00000000000000002435,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.242286350974931]}"
00000000000000002436,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.23096155988858]}"
00000000000000002437,"{""type"":""Point"",""coordinates"":[-38.93030543478261,-12.219636768802228]}"
00000000000000002438,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.29486573816156]}"
00000000000000002439,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.28354094707521]}"
00000000000000002440,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.27221615598886]}"
00000000000000002441,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.260891364902507]}"
00000000000000002442,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.249566573816157]}"
00000000000000002443,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.238241782729805]}"
00000000000000002444,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.226916991643455]}"
00000000000000002445,"{""type"":""Point"",""coordinates"":[-38.93002934782609,-12.215592200557104]}"
00000000000000002446,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.290551532033428]}"
00000000000000002447,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.279226740947076]}"
00000000000000002448,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.267901949860725]}"
00000000000000002449,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.256577158774373]}"
00000000000000002450,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.245252367688023]}"
00000000000000002451,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.233927576601673]}"
00000000000000002452,"{""type"":""Point"",""coordinates"":[-38.92975326086957,-12.22260278551532]}"
00000000000000002453,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.297022841225628]}"
00000000000000002454,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.285698050139276]}"
00000000000000002455,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.274373259052926]}"
00000000000000002456,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.263048467966575]}"
00000000000000002457,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.251723676880223]}"
00000000000000002458,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.240398885793873]}"
00000000000000002459,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.229074094707522]}"
00000000000000002460,"{""type"":""Point"",""coordinates"":[-38.92947717391305,-12.21774930362117]}"
00000000000000002461,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.291899721448468]}"
00000000000000002462,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.280574930362118]}"
00000000000000002463,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.269250139275767]}"
00000000000000002464,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.257925348189415]}"
00000000000000002465,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.246600557103065]}"
00000000000000002466,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.235275766016715]}"
00000000000000002467,"{""type"":""Point"",""coordinates"":[-38.929201086956525,-12.223950974930363]}"
00000000000000002468,"{""type"":""Point"",""coordinates"":[-38.928925,-12.297562116991644]}"
00000000000000002469,"{""type"":""Point"",""coordinates"":[-38.928925,-12.286237325905294]}"
00000000000000002470,"{""type"":""Point"",""coordinates"":[-38.928925,-12.274912534818942]}"
00000000000000002471,"{""type"":""Point"",""coordinates"":[-38.928925,-12.263587743732591]}"
00000000000000002472,"{""type"":""Point"",""coordinates"":[-38.928925,-12.252262952646241]}"
00000000000000002473,"{""type"":""Point"",""coordinates"":[-38.928925,-12.240938161559889]}"
00000000000000002474,"{""type"":""Point"",""coordinates"":[-38.928925,-12.229613370473539]}"
00000000000000002475,"{""type"":""Point"",""coordinates"":[-38.928925,-12.218288579387188]}"
00000000000000002476,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.29163008356546]}"
00000000000000002477,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.28030529247911]}"
00000000000000002478,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.268980501392758]}"
00000000000000002479,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.257655710306407]}"
00000000000000002480,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.246330919220057]}"
00000000000000002481,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.235006128133705]}"
00000000000000002482,"{""type"":""Point"",""coordinates"":[-38.92864891304348,-12.223681337047354]}"
00000000000000002483,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.29675320334262]}"
00000000000000002484,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.285428412256268]}"
00000000000000002485,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.274103621169917]}"
00000000000000002486,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.262778830083565]}"
00000000000000002487,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.251454038997215]}"
00000000000000002488,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.240129247910865]}"
00000000000000002489,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.228804456824513]}"
00000000000000002490,"{""type"":""Point"",""coordinates"":[-38.92837282608696,-12.217479665738162]}"
00000000000000002491,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.290281894150418]}"
00000000000000002492,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.278957103064068]}"
00000000000000002493,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.267632311977717]}"
00000000000000002494,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.256307520891365]}"
00000000000000002495,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.244982729805015]}"
00000000000000002496,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.233657938718665]}"
00000000000000002497,"{""type"":""Point"",""coordinates"":[-38.92809673913044,-12.222333147632312]}"
00000000000000002498,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.294596100278552]}"
00000000000000002499,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.283271309192202]}"
00000000000000002500,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.27194651810585]}"
00000000000000002501,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.2606217270195]}"
00000000000000002502,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.249296935933149]}"
00000000000000002503,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.237972144846797]}"
00000000000000002504,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.226647353760447]}"
00000000000000002505,"{""type"":""Point"",""coordinates"":[-38.927820652173914,-12.215322562674096]}"
00000000000000002506,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.287046239554318]}"
00000000000000002507,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.275721448467968]}"
00000000000000002508,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.264396657381617]}"
00000000000000002509,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.253071866295265]}"
00000000000000002510,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.241747075208915]}"
00000000000000002511,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.230422284122563]}"
00000000000000002512,"{""type"":""Point"",""coordinates"":[-38.927544565217396,-12.219097493036212]}"
00000000000000002513,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.290551532033428]}"
00000000000000002514,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.279226740947076]}"
00000000000000002515,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.267901949860725]}"
00000000000000002516,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.256577158774373]}"
00000000000000002517,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.245252367688023]}"
00000000000000002518,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.233927576601673]}"
00000000000000002519,"{""type"":""Point"",""coordinates"":[-38.92726847826087,-12.22260278551532]}"
00000000000000002520,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.293517548746518]}"
00000000000000002521,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.282192757660168]}"
00000000000000002522,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.270867966573817]}"
00000000000000002523,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.259543175487465]}"
00000000000000002524,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.248218384401115]}"
00000000000000002525,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.236893593314765]}"
00000000000000002526,"{""type"":""Point"",""coordinates"":[-38.92699239130435,-12.225568802228413]}"
00000000000000002527,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.295944289693594]}"
00000000000000002528,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.284619498607244]}"
00000000000000002529,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.273294707520892]}"
00000000000000002530,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.261969916434541]}"
00000000000000002531,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.250645125348191]}"
00000000000000002532,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.239320334261839]}"
00000000000000002533,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.227995543175489]}"
00000000000000002534,"{""type"":""Point"",""coordinates"":[-38.92671630434783,-12.216670752089136]}"
00000000000000002535,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.28677660167131]}"
00000000000000002536,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.27545181058496]}"
00000000000000002537,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.264127019498607]}"
00000000000000002538,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.252802228412257]}"
00000000000000002539,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.241477437325907]}"
00000000000000002540,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.230152646239555]}"
00000000000000002541,"{""type"":""Point"",""coordinates"":[-38.92644021739131,-12.218827855153204]}"
00000000000000002542,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.28839442896936]}"
00000000000000002543,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.27706963788301]}"
00000000000000002544,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.265744846796657]}"
00000000000000002545,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.254420055710307]}"
00000000000000002546,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.243095264623957]}"
00000000000000002547,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.231770473537605]}"
00000000000000002548,"{""type"":""Point"",""coordinates"":[-38.926164130434785,-12.220445682451254]}"
00000000000000002549,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.289472980501394]}"
00000000000000002550,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.278148189415042]}"
00000000000000002551,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.266823398328691]}"
00000000000000002552,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.255498607242341]}"
00000000000000002553,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.244173816155989]}"
00000000000000002554,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.232849025069639]}"
00000000000000002555,"{""type"":""Point"",""coordinates"":[-38.92588804347827,-12.221524233983288]}"
00000000000000002556,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.290281894150418]}"
00000000000000002557,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.278957103064068]}"
00000000000000002558,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.267632311977717]}"
00000000000000002559,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.256307520891365]}"
00000000000000002560,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.244982729805015]}"
00000000000000002561,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.233657938718665]}"
00000000000000002562,"{""type"":""Point"",""coordinates"":[-38.92561195652174,-12.222333147632312]}"
00000000000000002563,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.290551532033428]}"
00000000000000002564,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.279226740947076]}"
00000000000000002565,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.267901949860725]}"
00000000000000002566,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.256577158774373]}"
00000000000000002567,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.245252367688023]}"
00000000000000002568,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.233927576601673]}"
00000000000000002569,"{""type"":""Point"",""coordinates"":[-38.92533586956522,-12.22260278551532]}"
00000000000000002570,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.290281894150418]}"
00000000000000002571,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.278957103064068]}"
00000000000000002572,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.267632311977717]}"
00000000000000002573,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.256307520891365]}"
00000000000000002574,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.244982729805015]}"
00000000000000002575,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.233657938718665]}"
00000000000000002576,"{""type"":""Point"",""coordinates"":[-38.9250597826087,-12.222333147632312]}"
00000000000000002577,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.289742618384402]}"
00000000000000002578,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.278417827298052]}"
00000000000000002579,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.2670930362117]}"
00000000000000002580,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.25576824512535]}"
00000000000000002581,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.244443454038999]}"
00000000000000002582,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.233118662952647]}"
00000000000000002583,"{""type"":""Point"",""coordinates"":[-38.924783695652174,-12.221793871866296]}"
00000000000000002584,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.288664066852368]}"
00000000000000002585,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.277339275766018]}"
00000000000000002586,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.266014484679667]}"
00000000000000002587,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.254689693593315]}"
00000000000000002588,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.243364902506965]}"
00000000000000002589,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.232040111420613]}"
00000000000000002590,"{""type"":""Point"",""coordinates"":[-38.924507608695656,-12.220715320334262]}"
00000000000000002591,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.287046239554318]}"
00000000000000002592,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.275721448467968]}"
00000000000000002593,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.264396657381617]}"
00000000000000002594,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.253071866295265]}"
00000000000000002595,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.241747075208915]}"
00000000000000002596,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.230422284122563]}"
00000000000000002597,"{""type"":""Point"",""coordinates"":[-38.92423152173913,-12.219097493036212]}"
00000000000000002598,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.284889136490252]}"
00000000000000002599,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.2735643454039]}"
00000000000000002600,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.26223955431755]}"
00000000000000002601,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.250914763231199]}"
00000000000000002602,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.239589972144847]}"
00000000000000002603,"{""type"":""Point"",""coordinates"":[-38.92395543478261,-12.228265181058497]}"
00000000000000002604,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.293787186629528]}"
00000000000000002605,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.282462395543176]}"
00000000000000002606,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.271137604456825]}"
00000000000000002607,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.259812813370475]}"
00000000000000002608,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.248488022284123]}"
00000000000000002609,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.237163231197773]}"
00000000000000002610,"{""type"":""Point"",""coordinates"":[-38.92367934782609,-12.22583844011142]}"
00000000000000002611,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.290821169916436]}"
00000000000000002612,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.279496378830084]}"
00000000000000002613,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.268171587743733]}"
00000000000000002614,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.256846796657383]}"
00000000000000002615,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.245522005571031]}"
00000000000000002616,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.23419721448468]}"
00000000000000002617,"{""type"":""Point"",""coordinates"":[-38.92340326086957,-12.222872423398329]}"
00000000000000002618,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.287046239554318]}"
00000000000000002619,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.275721448467968]}"
00000000000000002620,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.264396657381617]}"
00000000000000002621,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.253071866295265]}"
00000000000000002622,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.241747075208915]}"
00000000000000002623,"{""type"":""Point"",""coordinates"":[-38.923127173913045,-12.230422284122563]}"
00000000000000002624,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.294056824512536]}"
00000000000000002625,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.282732033426184]}"
00000000000000002626,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.271407242339833]}"
00000000000000002627,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.260082451253483]}"
00000000000000002628,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.248757660167131]}"
00000000000000002629,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.23743286908078]}"
00000000000000002630,"{""type"":""Point"",""coordinates"":[-38.92285108695653,-12.22610807799443]}"
00000000000000002631,"{""type"":""Point"",""coordinates"":[-38.922575,-12.289203342618386]}"
00000000000000002632,"{""type"":""Point"",""coordinates"":[-38.922575,-12.277878551532034]}"
00000000000000002633,"{""type"":""Point"",""coordinates"":[-38.922575,-12.266553760445683]}"
00000000000000002634,"{""type"":""Point"",""coordinates"":[-38.922575,-12.255228969359333]}"
00000000000000002635,"{""type"":""Point"",""coordinates"":[-38.922575,-12.243904178272981]}"
00000000000000002636,"{""type"":""Point"",""coordinates"":[-38.922575,-12.23257938718663]}"
00000000000000002637,"{""type"":""Point"",""coordinates"":[-38.922575,-12.221254596100279]}"
00000000000000002638,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.283810584958218]}"
00000000000000002639,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.272485793871867]}"
00000000000000002640,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.261161002785515]}"
00000000000000002641,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.249836211699165]}"
00000000000000002642,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.238511420612815]}"
00000000000000002643,"{""type"":""Point"",""coordinates"":[-38.922298913043484,-12.227186629526463]}"
00000000000000002644,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.289203342618386]}"
00000000000000002645,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.277878551532034]}"
00000000000000002646,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.266553760445683]}"
00000000000000002647,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.255228969359333]}"
00000000000000002648,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.243904178272981]}"
00000000000000002649,"{""type"":""Point"",""coordinates"":[-38.92202282608696,-12.23257938718663]}"
00000000000000002650,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.293787186629528]}"
00000000000000002651,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.282462395543176]}"
00000000000000002652,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.271137604456825]}"
00000000000000002653,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.259812813370475]}"
00000000000000002654,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.248488022284123]}"
00000000000000002655,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.237163231197773]}"
00000000000000002656,"{""type"":""Point"",""coordinates"":[-38.921746739130434,-12.22583844011142]}"
00000000000000002657,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.28677660167131]}"
00000000000000002658,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.27545181058496]}"
00000000000000002659,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.264127019498607]}"
00000000000000002660,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.252802228412257]}"
00000000000000002661,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.241477437325907]}"
00000000000000002662,"{""type"":""Point"",""coordinates"":[-38.921470652173916,-12.230152646239555]}"
00000000000000002663,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.290551532033428]}"
00000000000000002664,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.279226740947076]}"
00000000000000002665,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.267901949860725]}"
00000000000000002666,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.256577158774373]}"
00000000000000002667,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.245252367688023]}"
00000000000000002668,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.233927576601673]}"
00000000000000002669,"{""type"":""Point"",""coordinates"":[-38.92119456521739,-12.22260278551532]}"
00000000000000002670,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.282462395543176]}"
00000000000000002671,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.271137604456825]}"
00000000000000002672,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.259812813370475]}"
00000000000000002673,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.248488022284123]}"
00000000000000002674,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.237163231197773]}"
00000000000000002675,"{""type"":""Point"",""coordinates"":[-38.92091847826087,-12.22583844011142]}"
00000000000000002676,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.284889136490252]}"
00000000000000002677,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.2735643454039]}"
00000000000000002678,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.26223955431755]}"
00000000000000002679,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.250914763231199]}"
00000000000000002680,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.239589972144847]}"
00000000000000002681,"{""type"":""Point"",""coordinates"":[-38.92064239130435,-12.228265181058497]}"
00000000000000002682,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.28677660167131]}"
00000000000000002683,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.27545181058496]}"
00000000000000002684,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.264127019498607]}"
00000000000000002685,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.252802228412257]}"
00000000000000002686,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.241477437325907]}"
00000000000000002687,"{""type"":""Point"",""coordinates"":[-38.92036630434783,-12.230152646239555]}"
00000000000000002688,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.288124791086352]}"
00000000000000002689,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.276800000000001]}"
00000000000000002690,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.26547520891365]}"
00000000000000002691,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.254150417827299]}"
00000000000000002692,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.242825626740947]}"
00000000000000002693,"{""type"":""Point"",""coordinates"":[-38.920090217391305,-12.231500835654597]}"
00000000000000002694,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.28839442896936]}"
00000000000000002695,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.27706963788301]}"
00000000000000002696,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.265744846796657]}"
00000000000000002697,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.254420055710307]}"
00000000000000002698,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.243095264623957]}"
00000000000000002699,"{""type"":""Point"",""coordinates"":[-38.91981413043479,-12.231770473537605]}"
00000000000000002700,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.288124791086352]}"
00000000000000002701,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.276800000000001]}"
00000000000000002702,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.26547520891365]}"
00000000000000002703,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.254150417827299]}"
00000000000000002704,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.242825626740947]}"
00000000000000002705,"{""type"":""Point"",""coordinates"":[-38.91953804347826,-12.231500835654597]}"
00000000000000002706,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.287046239554318]}"
00000000000000002707,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.275721448467968]}"
00000000000000002708,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.264396657381617]}"
00000000000000002709,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.253071866295265]}"
00000000000000002710,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.241747075208915]}"
00000000000000002711,"{""type"":""Point"",""coordinates"":[-38.919261956521744,-12.230422284122563]}"
00000000000000002712,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.285428412256268]}"
00000000000000002713,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.274103621169917]}"
00000000000000002714,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.262778830083565]}"
00000000000000002715,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.251454038997215]}"
00000000000000002716,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.240129247910865]}"
00000000000000002717,"{""type"":""Point"",""coordinates"":[-38.91898586956522,-12.228804456824513]}"
00000000000000002718,"{""type"":""Point"",""coordinates"":[-38.9187097826087,-12.283001671309194]}"
00000000000000002719,"{""type"":""Point"",""coordinates"":[-38.9187097826087,-12.271676880222842]}"
