system:index,.geo
00000000000000004583,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.189167688022286]}"
00000000000000004584,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.180000000000001]}"
00000000000000004585,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.170832311977717]}"
00000000000000004586,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.161664623955433]}"
00000000000000004587,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.152496935933149]}"
00000000000000004588,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.143329247910865]}"
00000000000000004589,"{""type"":""Point"",""coordinates"":[-38.99049239130435,-12.13416155988858]}"
00000000000000004590,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.302954874651812]}"
00000000000000004591,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.197526462395544]}"
00000000000000004592,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.18835877437326]}"
00000000000000004593,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.179191086350976]}"
00000000000000004594,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.170023398328691]}"
00000000000000004595,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.160855710306407]}"
00000000000000004596,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.151688022284123]}"
00000000000000004597,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.142520334261839]}"
00000000000000004598,"{""type"":""Point"",""coordinates"":[-38.990216304347825,-12.133352646239555]}"
00000000000000004599,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.302145961002786]}"
00000000000000004600,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.195908635097494]}"
00000000000000004601,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.18674094707521]}"
00000000000000004602,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.177573259052926]}"
00000000000000004603,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.168405571030641]}"
00000000000000004604,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.159237883008357]}"
00000000000000004605,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.150070194986073]}"
00000000000000004606,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.140902506963789]}"
00000000000000004607,"{""type"":""Point"",""coordinates"":[-38.98994021739131,-12.131734818941505]}"
00000000000000004608,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.300528133704736]}"
00000000000000004609,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.193751532033428]}"
00000000000000004610,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.184583844011144]}"
00000000000000004611,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.17541615598886]}"
00000000000000004612,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.166248467966575]}"
00000000000000004613,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.157080779944291]}"
00000000000000004614,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.147913091922007]}"
00000000000000004615,"{""type"":""Point"",""coordinates"":[-38.98966413043478,-12.138745403899723]}"
00000000000000004616,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.307269080779944]}"
00000000000000004617,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.29810139275766]}"
00000000000000004618,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.190515877437326]}"
00000000000000004619,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.181348189415042]}"
00000000000000004620,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.17218050139276]}"
00000000000000004621,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.163012813370475]}"
00000000000000004622,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.153845125348191]}"
00000000000000004623,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.144677437325907]}"
00000000000000004624,"{""type"":""Point"",""coordinates"":[-38.989388043478264,-12.135509749303623]}"
00000000000000004625,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.304033426183844]}"
00000000000000004626,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.29486573816156]}"
00000000000000004627,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.18674094707521]}"
00000000000000004628,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.177573259052926]}"
00000000000000004629,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.168405571030641]}"
00000000000000004630,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.159237883008357]}"
00000000000000004631,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.150070194986073]}"
00000000000000004632,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.140902506963789]}"
00000000000000004633,"{""type"":""Point"",""coordinates"":[-38.98911195652174,-12.131734818941505]}"
00000000000000004634,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.300258495821728]}"
00000000000000004635,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.19159442896936]}"
00000000000000004636,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.182426740947076]}"
00000000000000004637,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.173259052924791]}"
00000000000000004638,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.164091364902507]}"
00000000000000004639,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.154923676880223]}"
00000000000000004640,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.145755988857939]}"
00000000000000004641,"{""type"":""Point"",""coordinates"":[-38.98883586956522,-12.136588300835655]}"
00000000000000004642,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.305111977715878]}"
00000000000000004643,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.295944289693594]}"
00000000000000004644,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.18674094707521]}"
00000000000000004645,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.177573259052926]}"
00000000000000004646,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.168405571030641]}"
00000000000000004647,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.159237883008357]}"
00000000000000004648,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.150070194986073]}"
00000000000000004649,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.140902506963789]}"
00000000000000004650,"{""type"":""Point"",""coordinates"":[-38.9885597826087,-12.131734818941505]}"
00000000000000004651,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.29998885793872]}"
00000000000000004652,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.190515877437326]}"
00000000000000004653,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.181348189415042]}"
00000000000000004654,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.17218050139276]}"
00000000000000004655,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.163012813370475]}"
00000000000000004656,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.153845125348191]}"
00000000000000004657,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.144677437325907]}"
00000000000000004658,"{""type"":""Point"",""coordinates"":[-38.98828369565218,-12.135509749303623]}"
00000000000000004659,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.303763788300836]}"
00000000000000004660,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.294596100278552]}"
00000000000000004661,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.184583844011144]}"
00000000000000004662,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.17541615598886]}"
00000000000000004663,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.166248467966575]}"
00000000000000004664,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.157080779944291]}"
00000000000000004665,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.147913091922007]}"
00000000000000004666,"{""type"":""Point"",""coordinates"":[-38.98800760869565,-12.138745403899723]}"
00000000000000004667,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.306999442896936]}"
00000000000000004668,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.297831754874652]}"
00000000000000004669,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.187549860724236]}"
00000000000000004670,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.178382172701951]}"
00000000000000004671,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.169214484679667]}"
00000000000000004672,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.160046796657383]}"
00000000000000004673,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.150879108635099]}"
00000000000000004674,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.141711420612815]}"
00000000000000004675,"{""type"":""Point"",""coordinates"":[-38.987731521739136,-12.13254373259053]}"
00000000000000004676,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.300528133704736]}"
00000000000000004677,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.189706963788302]}"
00000000000000004678,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.180539275766018]}"
00000000000000004679,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.171371587743733]}"
00000000000000004680,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.16220389972145]}"
00000000000000004681,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.153036211699165]}"
00000000000000004682,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.14386852367688]}"
00000000000000004683,"{""type"":""Point"",""coordinates"":[-38.98745543478261,-12.134700835654597]}"
00000000000000004684,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.302685236768802]}"
00000000000000004685,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.191324791086352]}"
00000000000000004686,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.182157103064068]}"
00000000000000004687,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.172989415041783]}"
00000000000000004688,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.1638217270195]}"
00000000000000004689,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.154654038997215]}"
00000000000000004690,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.145486350974931]}"
00000000000000004691,"{""type"":""Point"",""coordinates"":[-38.98717934782609,-12.136318662952647]}"
00000000000000004692,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.304303064066852]}"
00000000000000004693,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.29513537604457]}"
00000000000000004694,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.183235654596102]}"
00000000000000004695,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.174067966573817]}"
00000000000000004696,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.164900278551533]}"
00000000000000004697,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.155732590529249]}"
00000000000000004698,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.146564902506965]}"
00000000000000004699,"{""type"":""Point"",""coordinates"":[-38.98690326086957,-12.13739721448468]}"
00000000000000004700,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.305381615598886]}"
00000000000000004701,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.296213927576602]}"
00000000000000004702,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.184044568245126]}"
00000000000000004703,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.174876880222842]}"
00000000000000004704,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.165709192200557]}"
00000000000000004705,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.156541504178273]}"
00000000000000004706,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.147373816155989]}"
00000000000000004707,"{""type"":""Point"",""coordinates"":[-38.98662717391305,-12.138206128133705]}"
00000000000000004708,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.305920891364904]}"
00000000000000004709,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.29675320334262]}"
00000000000000004710,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.184314206128134]}"
00000000000000004711,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.17514651810585]}"
00000000000000004712,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.165978830083565]}"
00000000000000004713,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.156811142061283]}"
00000000000000004714,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.147643454038999]}"
00000000000000004715,"{""type"":""Point"",""coordinates"":[-38.986351086956525,-12.138475766016715]}"
00000000000000004716,"{""type"":""Point"",""coordinates"":[-38.986075,-12.306190529247912]}"
00000000000000004717,"{""type"":""Point"",""coordinates"":[-38.986075,-12.297022841225628]}"
00000000000000004718,"{""type"":""Point"",""coordinates"":[-38.986075,-12.184044568245126]}"
00000000000000004719,"{""type"":""Point"",""coordinates"":[-38.986075,-12.174876880222842]}"
00000000000000004720,"{""type"":""Point"",""coordinates"":[-38.986075,-12.165709192200557]}"
00000000000000004721,"{""type"":""Point"",""coordinates"":[-38.986075,-12.156541504178273]}"
00000000000000004722,"{""type"":""Point"",""coordinates"":[-38.986075,-12.147373816155989]}"
00000000000000004723,"{""type"":""Point"",""coordinates"":[-38.986075,-12.138206128133705]}"
00000000000000004724,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.305920891364904]}"
00000000000000004725,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.29675320334262]}"
00000000000000004726,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.18350529247911]}"
00000000000000004727,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.174337604456825]}"
00000000000000004728,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.165169916434541]}"
00000000000000004729,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.156002228412257]}"
00000000000000004730,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.146834540389973]}"
00000000000000004731,"{""type"":""Point"",""coordinates"":[-38.98579891304348,-12.137666852367689]}"
00000000000000004732,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.305381615598886]}"
00000000000000004733,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.296213927576602]}"
00000000000000004734,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.182696378830084]}"
00000000000000004735,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.1735286908078]}"
00000000000000004736,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.164361002785515]}"
00000000000000004737,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.155193314763231]}"
00000000000000004738,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.146025626740947]}"
00000000000000004739,"{""type"":""Point"",""coordinates"":[-38.98552282608696,-12.136857938718665]}"
00000000000000004740,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.304303064066852]}"
00000000000000004741,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.29513537604457]}"
00000000000000004742,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.181078551532034]}"
00000000000000004743,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.17191086350975]}"
00000000000000004744,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.162743175487465]}"
00000000000000004745,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.153575487465181]}"
00000000000000004746,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.144407799442897]}"
00000000000000004747,"{""type"":""Point"",""coordinates"":[-38.98524673913044,-12.135240111420613]}"
00000000000000004748,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.302685236768802]}"
00000000000000004749,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.18835877437326]}"
00000000000000004750,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.179191086350976]}"
00000000000000004751,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.170023398328691]}"
00000000000000004752,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.160855710306407]}"
00000000000000004753,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.151688022284123]}"
00000000000000004754,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.142520334261839]}"
00000000000000004755,"{""type"":""Point"",""coordinates"":[-38.984970652173914,-12.133352646239555]}"
00000000000000004756,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.300797771587744]}"
00000000000000004757,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.186201671309194]}"
00000000000000004758,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.17703398328691]}"
00000000000000004759,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.167866295264625]}"
00000000000000004760,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.158698607242341]}"
00000000000000004761,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.149530919220057]}"
00000000000000004762,"{""type"":""Point"",""coordinates"":[-38.984694565217396,-12.140363231197773]}"
00000000000000004763,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.307808356545962]}"
00000000000000004764,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.298640668523678]}"
00000000000000004765,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.18350529247911]}"
00000000000000004766,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.174337604456825]}"
00000000000000004767,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.165169916434541]}"
00000000000000004768,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.156002228412257]}"
00000000000000004769,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.146834540389973]}"
00000000000000004770,"{""type"":""Point"",""coordinates"":[-38.98441847826087,-12.137666852367689]}"
00000000000000004771,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.30484233983287]}"
00000000000000004772,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.295674651810586]}"
00000000000000004773,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.18026963788301]}"
00000000000000004774,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.171101949860725]}"
00000000000000004775,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.161934261838441]}"
00000000000000004776,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.152766573816157]}"
00000000000000004777,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.143598885793873]}"
00000000000000004778,"{""type"":""Point"",""coordinates"":[-38.98414239130435,-12.134431197771589]}"
00000000000000004779,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.30160668523677]}"
00000000000000004780,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.185932033426184]}"
00000000000000004781,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.1767643454039]}"
00000000000000004782,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.167596657381617]}"
00000000000000004783,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.158428969359333]}"
00000000000000004784,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.149261281337049]}"
00000000000000004785,"{""type"":""Point"",""coordinates"":[-38.98386630434783,-12.140093593314765]}"
00000000000000004786,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.307269080779944]}"
00000000000000004787,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.29810139275766]}"
00000000000000004788,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.182157103064068]}"
00000000000000004789,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.172989415041783]}"
00000000000000004790,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.1638217270195]}"
00000000000000004791,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.154654038997215]}"
00000000000000004792,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.145486350974931]}"
00000000000000004793,"{""type"":""Point"",""coordinates"":[-38.98359021739131,-12.136318662952647]}"
00000000000000004794,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.303494150417828]}"
00000000000000004795,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.187280222841226]}"
00000000000000004796,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.178112534818942]}"
00000000000000004797,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.168944846796657]}"
00000000000000004798,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.159777158774373]}"
00000000000000004799,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.150609470752089]}"
00000000000000004800,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.141441782729807]}"
00000000000000004801,"{""type"":""Point"",""coordinates"":[-38.983314130434785,-12.132274094707522]}"
00000000000000004802,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.299179944289694]}"
00000000000000004803,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.182696378830084]}"
00000000000000004804,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.1735286908078]}"
00000000000000004805,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.164361002785515]}"
00000000000000004806,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.155193314763231]}"
00000000000000004807,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.146025626740947]}"
00000000000000004808,"{""type"":""Point"",""coordinates"":[-38.98303804347827,-12.136857938718665]}"
00000000000000004809,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.303763788300836]}"
00000000000000004810,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.18674094707521]}"
00000000000000004811,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.177573259052926]}"
00000000000000004812,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.168405571030641]}"
00000000000000004813,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.159237883008357]}"
00000000000000004814,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.150070194986073]}"
00000000000000004815,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.140902506963789]}"
00000000000000004816,"{""type"":""Point"",""coordinates"":[-38.98276195652174,-12.131734818941505]}"
00000000000000004817,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.298640668523678]}"
00000000000000004818,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.181617827298052]}"
00000000000000004819,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.172450139275767]}"
00000000000000004820,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.163282451253483]}"
00000000000000004821,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.154114763231199]}"
00000000000000004822,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.144947075208915]}"
00000000000000004823,"{""type"":""Point"",""coordinates"":[-38.98248586956522,-12.13577938718663]}"
00000000000000004824,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.302685236768802]}"
00000000000000004825,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.18512311977716]}"
00000000000000004826,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.175955431754875]}"
00000000000000004827,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.166787743732591]}"
00000000000000004828,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.157620055710307]}"
00000000000000004829,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.148452367688023]}"
00000000000000004830,"{""type"":""Point"",""coordinates"":[-38.9822097826087,-12.139284679665739]}"
00000000000000004831,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.305920891364904]}"
00000000000000004832,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.29675320334262]}"
00000000000000004833,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.178921448467968]}"
00000000000000004834,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.169753760445683]}"
00000000000000004835,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.1605860724234]}"
00000000000000004836,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.151418384401115]}"
00000000000000004837,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.14225069637883]}"
00000000000000004838,"{""type"":""Point"",""coordinates"":[-38.981933695652174,-12.133083008356547]}"
00000000000000004839,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.299719220055712]}"
00000000000000004840,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.18188746518106]}"
00000000000000004841,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.172719777158775]}"
00000000000000004842,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.163552089136491]}"
00000000000000004843,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.154384401114207]}"
00000000000000004844,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.145216713091923]}"
00000000000000004845,"{""type"":""Point"",""coordinates"":[-38.981657608695656,-12.136049025069639]}"
00000000000000004846,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.302685236768802]}"
00000000000000004847,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.184314206128134]}"
00000000000000004848,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.17514651810585]}"
00000000000000004849,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.165978830083565]}"
00000000000000004850,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.156811142061283]}"
00000000000000004851,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.147643454038999]}"
00000000000000004852,"{""type"":""Point"",""coordinates"":[-38.98138152173913,-12.138475766016715]}"
00000000000000004853,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.305111977715878]}"
00000000000000004854,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.18674094707521]}"
00000000000000004855,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.177573259052926]}"
00000000000000004856,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.168405571030641]}"
00000000000000004857,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.159237883008357]}"
00000000000000004858,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.150070194986073]}"
00000000000000004859,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.140902506963789]}"
00000000000000004860,"{""type"":""Point"",""coordinates"":[-38.98110543478261,-12.131734818941505]}"
00000000000000004861,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.29810139275766]}"
00000000000000004862,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.179191086350976]}"
00000000000000004863,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.170023398328691]}"
00000000000000004864,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.160855710306407]}"
00000000000000004865,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.151688022284123]}"
00000000000000004866,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.142520334261839]}"
00000000000000004867,"{""type"":""Point"",""coordinates"":[-38.98082934782609,-12.133352646239555]}"
00000000000000004868,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.299719220055712]}"
00000000000000004869,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.180539275766018]}"
00000000000000004870,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.171371587743733]}"
00000000000000004871,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.16220389972145]}"
00000000000000004872,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.153036211699165]}"
00000000000000004873,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.14386852367688]}"
00000000000000004874,"{""type"":""Point"",""coordinates"":[-38.98055326086957,-12.134700835654597]}"
