X,Y,Z,LAI
-3.64880952269757,40.6279761908318,0,1.43333328
-3.64583333222177,40.6279761908318,0,1.50000000
-3.64285714174596,40.6279761908318,0,1.50000000
-3.63988095127015,40.6279761908318,0,1.46666670
-3.63690476079435,40.6279761908318,0,1.53333330
-3.63392857031854,40.6279761908318,0,1.53333330
-3.63095237984273,40.6279761908318,0,1.33333337
-3.66666666555241,40.62500000035,0,1.73333335
-3.66369047507661,40.62500000035,0,1.86666667
-3.6607142846008,40.62500000035,0,1.60000002
-3.65773809412499,40.62500000035,0,1.20000005
-3.65476190364919,40.62500000035,0,0.86666667
-3.65178571317338,40.62500000035,0,1.20000005
-3.64880952269757,40.62500000035,0,1.46666670
-3.64583333222177,40.62500000035,0,1.53333330
-3.64285714174596,40.62500000035,0,1.53333330
-3.63988095127015,40.62500000035,0,1.50000000
-3.63690476079435,40.62500000035,0,1.53333330
-3.63392857031854,40.62500000035,0,1.50000000
-3.63095237984273,40.62500000035,0,1.33333337
-3.66666666555241,40.6220238098682,0,1.76666665
-3.66369047507661,40.6220238098682,0,1.83333337
-3.6607142846008,40.6220238098682,0,1.89999998
-3.65773809412499,40.6220238098682,0,1.86666667
-3.65476190364919,40.6220238098682,0,1.70000005
-3.65178571317338,40.6220238098682,0,1.63333333
-3.64880952269757,40.6220238098682,0,1.56666672
-3.64583333222177,40.6220238098682,0,1.56666672
-3.64285714174596,40.6220238098682,0,1.56666672
-3.63988095127015,40.6220238098682,0,1.46666670
-3.63690476079435,40.6220238098682,0,1.46666670
-3.63392857031854,40.6220238098682,0,1.53333330
-3.63095237984273,40.6220238098682,0,1.43333328
-3.66666666555241,40.6190476193864,0,1.63333333
-3.66369047507661,40.6190476193864,0,1.66666663
-3.6607142846008,40.6190476193864,0,1.79999995
-3.65773809412499,40.6190476193864,0,1.79999995
-3.65476190364919,40.6190476193864,0,1.89999998
-3.65178571317338,40.6190476193864,0,1.73333335
-3.64880952269757,40.6190476193864,0,1.50000000
-3.64583333222177,40.6190476193864,0,1.43333328
-3.64285714174596,40.6190476193864,0,1.56666672
-3.63988095127015,40.6190476193864,0,1.56666672
-3.63690476079435,40.6190476193864,0,1.60000002
-3.63392857031854,40.6190476193864,0,1.60000002
-3.63095237984273,40.6190476193864,0,1.50000000
-3.67261904650403,40.6160714289046,0,1.79999995
-3.66964285602822,40.6160714289046,0,1.79999995
